Protein IDs,Majority protein IDs,Fasta headers,LFQ intensity IDI-1,LFQ intensity IDI-2,LFQ intensity IDI-3,LFQ intensity IDLL-1,LFQ intensity IDLL-2,LFQ intensity IDLL-3,Mol. weight [kDa],Sequence length
E9FYV1,E9FYV1,tr|E9FYV1|E9FYV1_DAPPU Polypeptide N-acetylgalactosaminyltransferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306553 PE=3 SV=1,5556800,4784400,5597100,0,0,0,71.532,626
E9FYV4,E9FYV4,"tr|E9FYV4|E9FYV4_DAPPU D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_207455 PE=3 SV=1",216780000,183240000,205280000,0,107350000,104520000,37.921,349
E9FYW4,E9FYW4,tr|E9FYW4|E9FYW4_DAPPU Translocon-associated protein subunit gamma OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_230373 PE=3 SV=1,26662000,28868000,12805000,0,0,0,20.837,182
E9FYW7,E9FYW7,tr|E9FYW7|E9FYW7_DAPPU Aromatic-L-amino-acid decarboxylase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_221579 PE=3 SV=1,0,0,2080500,0,0,0,45.325,405
E9FYW9;E9GK34;D8VEV0;D8VEU9;D8VEV1,E9FYW9,"tr|E9FYW9|E9FYW9_DAPPU NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_192333 PE=3 SV=1",392640000,256380000,302210000,142510000,112360000,109960000,79.297,726
E9FZ97;E9HDK1;E9FYX5;E9G101,E9FZ97;E9HDK1;E9FYX5;E9G101,tr|E9FZ97|E9FZ97_DAPPU Histone H2A OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_235589 PE=3 SV=1;tr|E9HDK1|E9HDK1_DAPPU Histone H2A OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300571 PE=3 SV=1;tr|E9FYX5|E9FYX5_DAPPU Histone H2A OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_,331600000,257200000,251270000,372980000,391340000,367040000,13.511,126
E9FYX7,E9FYX7,tr|E9FYX7|E9FYX7_DAPPU Proteasome subunit alpha type OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306433 PE=3 SV=1,15724000,14484000,12920000,0,0,0,27.963,255
E9FYY6,E9FYY6,tr|E9FYY6|E9FYY6_DAPPU Gal_mutarotas_2 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306567 PE=3 SV=1,75344000,69769000,69204000,0,0,0,81.662,721
E9FYY8;E9FYY7,E9FYY8,tr|E9FYY8|E9FYY8_DAPPU P-type domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_312137 PE=3 SV=1,79577000,74479000,66978000,0,0,0,100.07,876
E9FZ00;Q9NG06,E9FZ00;Q9NG06,tr|E9FZ00|E9FZ00_DAPPU Cytoplasmatic actin OS=Daphnia pulex OX=6669 GN=ACT1C PE=3 SV=1;tr|Q9NG06|Q9NG06_DAPPU Actin (Fragment) OS=Daphnia pulex OX=6669 GN=actin PE=2 SV=1,50776000,47788000,45466000,0,0,0,41.863,376
E9FZ07,E9FZ07,tr|E9FZ07|E9FZ07_DAPPU Thioredoxin-disulfide reductase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306444 PE=3 SV=1,28448000,20967000,21394000,0,0,0,66.272,611
E9FZ14,E9FZ14,tr|E9FZ14|E9FZ14_DAPPU Vacuolar proton pump subunit B OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306451 PE=3 SV=1,142140000,138040000,159560000,86946000,104260000,73680000,55.523,499
E9FZ29;E9I0M1;E9HVP5;E9HVP8;E9I3A2,E9FZ29;E9I0M1;E9HVP5;E9HVP8,tr|E9FZ29|E9FZ29_DAPPU Nucleoside diphosphate kinase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306455 PE=3 SV=1;tr|E9I0M1|E9I0M1_DAPPU Nucleoside diphosphate kinase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_93870 PE=3 SV=1;tr|E9HVP5|E9HVP5_DAPPU Nucleoside dipho,104690000,116560000,118070000,78271000,94172000,88478000,17.354,154
E9FZ54,E9FZ54,tr|E9FZ54|E9FZ54_DAPPU 40S ribosomal protein S26 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_92111 PE=3 SV=1,53431000,49975000,46093000,0,0,0,13.024,115
E9FZ58,E9FZ58,tr|E9FZ58|E9FZ58_DAPPU Nucleoside diphosphate kinase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306467 PE=3 SV=1,0,0,9573900,0,0,0,17.292,154
E9FZA9,E9FZA9,tr|E9FZA9|E9FZA9_DAPPU Low-density lipoprotein receptor (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_43397 PE=4 SV=1,90994000,86903000,109400000,0,53843000,0,499.85,4507
E9FZG6,E9FZG6,tr|E9FZG6|E9FZG6_DAPPU Venom dipeptidyl peptidase 4 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307138 PE=4 SV=1,80954000,73758000,70871000,0,0,0,95.296,840
E9FZR4,E9FZR4,tr|E9FZR4|E9FZR4_DAPPU Ras-related protein Rab-5B OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_230436 PE=4 SV=1,36518000,28096000,32593000,0,0,0,24.171,227
E9FZS9;E9FZT0;E9FZS8,E9FZS9;E9FZT0;E9FZS8,tr|E9FZS9|E9FZS9_DAPPU Myosin heavy chain isoform 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_347733 PE=3 SV=1;tr|E9FZT0|E9FZT0_DAPPU Myosin heavy chain isoform 2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_347733 PE=3 SV=1;tr|E9FZS8|E9FZS8_DAPPU Myosin heavy chai,7847900000,8484300000,8259400000,2882600000,2603800000,2800000000,223.31,1946
E9FZV2,E9FZV2,tr|E9FZV2|E9FZV2_DAPPU Aldedh domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_236060 PE=4 SV=1,54466000,40708000,41247000,84114000,74592000,72943000,48.908,453
E9G008,E9G008,tr|E9G008|E9G008_DAPPU Ras protein 2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_192739 PE=2 SV=1,40040000,32377000,29595000,0,0,0,23.27,203
E9G046,E9G046,tr|E9G046|E9G046_DAPPU Sterol carrier protein 2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_221682 PE=3 SV=1,168060000,163160000,143380000,120640000,123980000,133770000,56.879,532
E9G063,E9G063,tr|E9G063|E9G063_DAPPU Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_192475 PE=3 SV=1,12909000,9875800,12175000,0,0,0,54.393,493
E9G065,E9G065,tr|E9G065|E9G065_DAPPU Thioredoxin domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_230422 PE=3 SV=1,535150000,454730000,479140000,418730000,420300000,460100000,21.993,197
E9G068,E9G068,tr|E9G068|E9G068_DAPPU Rab GDP dissociation inhibitor OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_207615 PE=3 SV=1,148130000,103950000,116340000,101700000,93776000,62427000,50.239,443
E9H2W1;E9G091;E9G090,E9H2W1;E9G091;E9G090,tr|E9H2W1|E9H2W1_DAPPU VWFA domain-containing protein (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_57683 PE=4 SV=1;tr|E9G091|E9G091_DAPPU Copine-8 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_312258 PE=3 SV=1;tr|E9G090|E9G090_DAPPU Copine-8 OS=Daphnia pulex,0,0,0,0,0,6713600,27.731,252
E9G0A6,E9G0A6,tr|E9G0A6|E9G0A6_DAPPU Multiple PDZ domain protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_43800 PE=4 SV=1,0,0,2714900,0,0,0,38.139,370
E9G0A8,E9G0A8,tr|E9G0A8|E9G0A8_DAPPU 5_nucleotid_C domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_221707 PE=4 SV=1,133220000,129530000,121600000,0,0,0,93.174,849
E9G0B5,E9G0B5,"tr|E9G0B5|E9G0B5_DAPPU Protein PTCD3 homolog, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_221711 PE=3 SV=1",7392500,9456300,6476800,0,0,0,75.548,669
E9G0F5;E9G0F1,E9G0F5;E9G0F1,tr|E9G0F5|E9G0F5_DAPPU Uncharacterized protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_192539 PE=3 SV=1;tr|E9G0F1|E9G0F1_DAPPU Uncharacterized protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_312311 PE=3 SV=1,17596000,0,20253000,0,0,0,36.635,335
E9G0I6,E9G0I6,tr|E9G0I6|E9G0I6_DAPPU TGc domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_44050 PE=3 SV=1,1573400000,1608300000,1212700000,179820000,150260000,159980000,78.922,690
E9G0L2,E9G0L2,tr|E9G0L2|E9G0L2_DAPPU J domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307064 PE=4 SV=1,0,22112000,20192000,0,0,0,86.132,747
E9G0P4,E9G0P4,tr|E9G0P4|E9G0P4_DAPPU TGc domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_192601 PE=3 SV=1,0,0,0,0,0,63047000,83.624,728
E9G0Q5,E9G0Q5,tr|E9G0Q5|E9G0Q5_DAPPU NAD(P)-binding protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_312400 PE=3 SV=1,75938000,85348000,88368000,0,0,0,35.344,315
E9G109,E9G109,tr|E9G109|E9G109_DAPPU Chorion peroxidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307875 PE=4 SV=1,17603000,16326000,15540000,0,0,0,69.996,624
E9G110;E9H8K3,E9G110,tr|E9G110|E9G110_DAPPU Chorion peroxidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307784 PE=4 SV=1,110070000,105360000,100440000,0,0,0,92.127,819
E9G121,E9G121,tr|E9G121|E9G121_DAPPU 40S ribosomal protein S16 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307788 PE=3 SV=1,59448000,47452000,43431000,73167000,69168000,63924000,17.228,154
E9G153,E9G153,tr|E9G153|E9G153_DAPPU Beta subunit of putative Na+/K+ ATPase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_230473 PE=3 SV=1,1128000000,1800500000,1326400000,29269000,46305000,74362000,36.334,316
E9G171,E9G171,tr|E9G171|E9G171_DAPPU Mitochondrial dicarboxylate carrier OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_208113 PE=3 SV=1,0,0,3667400,0,0,0,31.823,289
E9G178,E9G178,tr|E9G178|E9G178_DAPPU Mitochondrial pyruvate carrier OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307796 PE=3 SV=1,14974000,11714000,0,0,0,0,12.403,108
E9G195,E9G195,tr|E9G195|E9G195_DAPPU Str_synth domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307899 PE=3 SV=1,29115000,25669000,29007000,0,0,0,47.064,423
E9G1A4,E9G1A4,tr|E9G1A4|E9G1A4_DAPPU Neural cell adhesion molecule 1-like OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_313020 PE=4 SV=1,25507000,27148000,28546000,0,0,0,50.165,453
E9G1B6,E9G1B6,tr|E9G1B6|E9G1B6_DAPPU Galectin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_36046 PE=4 SV=1,0,0,14959000,0,0,0,15.021,135
E9G1G2,E9G1G2,tr|E9G1G2|E9G1G2_DAPPU Sod_Cu domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_192774 PE=4 SV=1,5788500,0,4891400,0,0,0,114.99,1040
E9G1G3,E9G1G3,tr|E9G1G3|E9G1G3_DAPPU Endoglucanase OS=Daphnia pulex OX=6669 GN=CEL9A PE=3 SV=1,81248000,68321000,64965000,0,0,0,49.05,454
E9G1G4,E9G1G4,tr|E9G1G4|E9G1G4_DAPPU Signal peptidase complex subunit 3 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307738 PE=3 SV=1,24854000,18912000,19153000,0,0,0,20.308,180
E9G1K6,E9G1K6,tr|E9G1K6|E9G1K6_DAPPU Myosin essential light chain OS=Daphnia pulex OX=6669 GN=MLC1 PE=4 SV=1,543580000,573350000,603700000,0,0,0,17.786,156
E9G1L0,E9G1L0,tr|E9G1L0|E9G1L0_DAPPU Chorion peroxidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_97545 PE=4 SV=1,138750000,128170000,120060000,0,0,0,86.48,782
E9G1M1,E9G1M1,tr|E9G1M1|E9G1M1_DAPPU EF-hand domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_230460 PE=4 SV=1,82969000,88542000,89565000,0,0,0,21.204,184
E9G1N7,E9G1N7,tr|E9G1N7|E9G1N7_DAPPU Angiotensin-converting enzyme OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307838 PE=3 SV=1,263310000,735120000,243780000,85748000,81998000,71080000,158.13,1373
E9G1S7,E9G1S7,tr|E9G1S7|E9G1S7_DAPPU Dolichyl-diphosphooligosaccharide--protein glycotransferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307851 PE=3 SV=1,28171000,20660000,20122000,0,0,0,88.599,783
E9G1T6,E9G1T6,tr|E9G1T6|E9G1T6_DAPPU Vitellogenin domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307854 PE=4 SV=1,666950000,442930000,443580000,267190000,0,0,182.98,1644
E9G1W6,E9G1W6,tr|E9G1W6|E9G1W6_DAPPU Xaa-Pro aminopeptidase 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307862 PE=3 SV=1,33563000,35364000,28908000,0,0,0,78.325,710
E9G1W9;E9G1W7,E9G1W9;E9G1W7,tr|E9G1W9|E9G1W9_DAPPU Inter-alpha-trypsin inhibitor heavy chain H4 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_221972 PE=4 SV=1;tr|E9G1W7|E9G1W7_DAPPU Inter-alpha-trypsin inhibitor heavy chain h4 iti heavy chain h4 inter-alpha-inhibitor heavy chain 4 inter-alp,15696000,14711000,14273000,0,0,0,98.528,891
E9G214,E9G214,tr|E9G214|E9G214_DAPPU Protein Wnt OS=Daphnia pulex OX=6669 GN=WNT1 PE=3 SV=1,0,0,0,0,14752000,0,42.649,379
E9G245,E9G245,"tr|E9G245|E9G245_DAPPU Sarcosine dehydrogenase, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308482 PE=3 SV=1",166620000,295810000,139790000,40157000,0,0,100.71,904
E9G247,E9G247,tr|E9G247|E9G247_DAPPU Fascin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308484 PE=3 SV=1,0,0,6431000,0,0,0,56.601,507
E9G273;E9GPI3,E9G273,tr|E9G273|E9G273_DAPPU Guanine nucleotide-binding protein G(I) alpha-1 subunit OS=Daphnia pulex OX=6669 GN=Gnai PE=4 SV=1,69055000,69072000,62686000,0,0,0,40.581,356
E9G281,E9G281,tr|E9G281|E9G281_DAPPU Putative oxidoreductase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299672 PE=4 SV=1,13453000,14186000,12907000,0,0,0,59.283,546
E9G284,E9G284,tr|E9G284|E9G284_DAPPU DnaJ homolog subfamily A member 2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_187536 PE=3 SV=1,0,0,6786600,0,0,0,44.634,409
E9G297,E9G297,tr|E9G297|E9G297_DAPPU GOLD domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_92223 PE=3 SV=1,45793000,45783000,40538000,0,0,0,24.984,215
E9G2A3,E9G2A3,tr|E9G2A3|E9G2A3_DAPPU Transmembrane protein 256 homolog OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_222217 PE=3 SV=1,7682200,12706000,12318000,0,0,0,18.926,173
E9G2A6,E9G2A6,tr|E9G2A6|E9G2A6_DAPPU Threonine--tRNA ligase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_127463 PE=3 SV=1,4446300,3807300,4899200,0,0,0,78.907,688
E9G2A9,E9G2A9,tr|E9G2A9|E9G2A9_DAPPU Putative transferrin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_313287 PE=3 SV=1,0,0,2148700,0,0,0,79.177,712
E9G2E3,E9G2E3,tr|E9G2E3|E9G2E3_DAPPU Protein kinase C OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308512 PE=3 SV=1,0,0,5897900,0,0,0,92.157,816
E9G2G4,E9G2G4,tr|E9G2G4|E9G2G4_DAPPU Palmitoyl-protein thioesterase 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308437 PE=3 SV=1,11515000,0,8716900,0,0,0,34.133,297
E9G2G6,E9G2G6,"tr|E9G2G6|E9G2G6_DAPPU Alpha-1,4 glucan phosphorylase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308519 PE=3 SV=1",67619000,53150000,51172000,60952000,43658000,46773000,97.029,845
E9G2H1,E9G2H1,"tr|E9G2H1|E9G2H1_DAPPU Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_222251 PE=3 SV=1",146630000,131680000,123480000,121600000,122840000,90524000,38.957,359
E9G2H4,E9G2H4,tr|E9G2H4|E9G2H4_DAPPU Alpha-methylacyl-CoA racemase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308522 PE=3 SV=1,0,0,5696500,0,0,0,41.875,382
E9G2H9,E9G2H9,tr|E9G2H9|E9G2H9_DAPPU 40S ribosomal protein S6 OS=Daphnia pulex OX=6669 GN=Rps6 PE=3 SV=1,33950000,32167000,30424000,0,0,0,28.147,245
E9G2I4,E9G2I4,tr|E9G2I4|E9G2I4_DAPPU Palmitoyl-protein hydrolase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_230516 PE=3 SV=1,0,0,16502000,0,0,0,23.213,216
E9G2K8,E9G2K8,tr|E9G2K8|E9G2K8_DAPPU Heat shock 70 kDa protein cognate 5 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_313359 PE=3 SV=1,85905000,64764000,65055000,82345000,81571000,90078000,72.561,667
E9G2L1,E9G2L1,tr|E9G2L1|E9G2L1_DAPPU NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_230517 PE=3 SV=1,0,0,5437000,0,0,0,16.756,143
E9G2Q9,E9G2Q9,tr|E9G2Q9|E9G2Q9_DAPPU Coatomer subunit beta OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_313075 PE=4 SV=1,0,0,0,15386000,0,0,109.68,986
E9G2S6,E9G2S6,tr|E9G2S6|E9G2S6_DAPPU P/Homo B domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_193075 PE=3 SV=1,13807000,14597000,11958000,0,0,0,73.512,670
E9G2T3,E9G2T3,tr|E9G2T3|E9G2T3_DAPPU Nuclear pore protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_187494 PE=3 SV=1,20404000,21061000,19909000,0,0,0,93.461,825
E9G2T6,E9G2T6,tr|E9G2T6|E9G2T6_DAPPU C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_208220 PE=4 SV=1,30548000,30966000,27880000,0,0,0,35.785,322
E9G2T7,E9G2T7,tr|E9G2T7|E9G2T7_DAPPU Anion exchange protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_193096 PE=3 SV=1,42047000,43245000,40285000,0,0,0,114.25,1023
E9G2V0,E9G2V0,tr|E9G2V0|E9G2V0_DAPPU Troponin t skeletal muscle OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_313111 PE=3 SV=1,0,0,37953000,0,0,0,46.799,399
E9G2W4,E9G2W4,tr|E9G2W4|E9G2W4_DAPPU Filamin-A OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_208250 PE=3 SV=1,668900000,731850000,644820000,126210000,107410000,132250000,257.39,2403
E9G2X5,E9G2X5,tr|E9G2X5|E9G2X5_DAPPU Fibronectin type-III domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_313132 PE=4 SV=1,0,0,0,0,0,7259900,40.251,373
E9G2Y1;E9I5I3;E9HC20,E9G2Y1,tr|E9G2Y1|E9G2Y1_DAPPU Microtubule-actin cross-linking factor 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_313136 PE=4 SV=1,248290000,240640000,233670000,32433000,0,30191000,598.8,5227
E9G2Z8;E9GMF3,E9G2Z8,tr|E9G2Z8|E9G2Z8_DAPPU MOSC domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_208272 PE=4 SV=1,150210000,145230000,134080000,0,0,0,37.802,340
E9G320,E9G320,tr|E9G320|E9G320_DAPPU Long-chain fatty acid transport protein 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_193158 PE=3 SV=1,74510000,66525000,66779000,0,0,0,67.161,605
E9G348,E9G348,tr|E9G348|E9G348_DAPPU Glutathione S-transferase kappa OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_193187 PE=2 SV=1,23492000,0,18613000,0,0,0,25.483,221
E9GXR1;E9G385;E9G370;E9G383;E9G376,E9GXR1;E9G385;E9G370;E9G383;E9G376,tr|E9GXR1|E9GXR1_DAPPU Spaetzle domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_107622 PE=4 SV=1;tr|E9G385|E9G385_DAPPU Spaetzle domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_237177 PE=4 SV=1;tr|E9G370|E9G370_DAPPU Spaet,120320000,98040000,92477000,0,0,0,22.663,200
E9G382;E9G374;E9G369;E9GXR3;E9G3G6;E9G3J5;E9G3H5;E9GXR6;E9G379,E9G382;E9G374;E9G369;E9GXR3,tr|E9G382|E9G382_DAPPU Spaetzle domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309050 PE=4 SV=1;tr|E9G374|E9G374_DAPPU Spaetzle domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_98282 PE=4 SV=1;tr|E9G369|E9G369_DAPPU Spaetz,183020000,157970000,153410000,0,0,0,28.725,255
E9G395,E9G395,tr|E9G395|E9G395_DAPPU Spaetzle domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308972 PE=4 SV=1,0,0,2396700,0,0,0,29.197,256
E9G3D3,E9G3D3,tr|E9G3D3|E9G3D3_DAPPU Galectin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_222344 PE=4 SV=1,0,0,9022800,0,0,0,34.01,303
E9G3D4,E9G3D4,tr|E9G3D4|E9G3D4_DAPPU Transmembrane 9 superfamily member OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_313523 PE=3 SV=1,19897000,18712000,20167000,0,0,0,66.27,580
E9G3E2,E9G3E2,tr|E9G3E2|E9G3E2_DAPPU Protein SSUH2 (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_45333 PE=4 SV=1,0,0,4245000,0,0,0,36.475,325
E9G3L4,E9G3L4,tr|E9G3L4|E9G3L4_DAPPU Ca2+-binding actin-bundling protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309082 PE=4 SV=1,25880000,24766000,25439000,0,0,0,71.454,634
E9G3L6,E9G3L6,tr|E9G3L6|E9G3L6_DAPPU J domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308995 PE=3 SV=1,0,0,3771500,0,0,0,40.292,335
E9G3M6,E9G3M6,tr|E9G3M6|E9G3M6_DAPPU 40S ribosomal protein S14 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_230521 PE=3 SV=1,21527000,19067000,16559000,42286000,0,41688000,16.146,151
E9G3N1,E9G3N1,tr|E9G3N1|E9G3N1_DAPPU MFS domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_127538 PE=3 SV=1,0,0,3461900,0,0,0,60.25,553
E9G3V4;E9G401,E9G3V4;E9G401,tr|E9G3V4|E9G3V4_DAPPU PHB domain-containing protein (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_45422 PE=3 SV=1;tr|E9G401|E9G401_DAPPU PHB domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_193650 PE=3 SV=1,0,0,0,0,2740600,0,29.141,263
E9G3V9,E9G3V9,tr|E9G3V9|E9G3V9_DAPPU Neutral ceramidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309106 PE=3 SV=1,34536000,35419000,39397000,0,0,0,77.16,701
E9G3W4;E9G3W1,E9G3W4;E9G3W1,tr|E9G3W4|E9G3W4_DAPPU Procollagen-proline 4-dioxygenase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_208740 PE=3 SV=1;tr|E9G3W1|E9G3W1_DAPPU Procollagen-proline 4-dioxygenase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309108 PE=3 SV=1,0,0,0,0,0,2293100,62.649,545
E9G3W3,E9G3W3,tr|E9G3W3|E9G3W3_DAPPU Neutral ceramidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309109 PE=3 SV=1,0,0,3316500,0,0,0,77.108,704
E9G3X2;E9G3X0;E9G3X1,E9G3X2;E9G3X0;E9G3X1,"tr|E9G3X2|E9G3X2_DAPPU D-beta-hydroxybutyrate dehydrogenase, mitochondrial (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_32387 PE=4 SV=1;tr|E9G3X0|E9G3X0_DAPPU D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_4",0,0,3235600,0,0,0,32.24,288
E9G461;I1VBY2;I1VBY9;I1VBY8;I1VBY4;I1VBY6;I1VBY5;I1VBY1;E9HWL4;I1VBY7,E9G461,tr|E9G461|E9G461_DAPPU CD109 antigen OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_313404 PE=3 SV=1,169400000,380460000,206510000,26079000,23727000,27700000,159.71,1439
E9G468,E9G468,tr|E9G468|E9G468_DAPPU Spaetzle domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_313415 PE=4 SV=1,0,0,5891600,0,0,0,31.562,275
E9G4B6,E9G4B6,tr|E9G4B6|E9G4B6_DAPPU Protein kinase domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_313964 PE=4 SV=1,0,0,20340000,0,0,0,66.488,621
E9G4C3,E9G4C3,tr|E9G4C3|E9G4C3_DAPPU MAGUK p55 subfamily member OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_98778 PE=3 SV=1,0,2416200,0,0,0,0,66.784,594
