Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides IDI-1,Peptides IDI-2,Peptides IDI-3,Peptides IDLL-1,Peptides IDLL-2,Peptides IDLL-3,Razor + unique peptides IDI-1,Razor + unique peptides IDI-2,Razor + unique peptides IDI-3,Razor + unique peptides IDLL-1,Razor + unique peptides IDLL-2,Razor + unique peptides IDLL-3,Unique peptides IDI-1,Unique peptides IDI-2,Unique peptides IDI-3,Unique peptides IDLL-1,Unique peptides IDLL-2,Unique peptides IDLL-3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Identification type IDI-1,Identification type IDI-2,Identification type IDI-3,Identification type IDLL-1,Identification type IDLL-2,Identification type IDLL-3,Sequence coverage IDI-1 [%],Sequence coverage IDI-2 [%],Sequence coverage IDI-3 [%],Sequence coverage IDLL-1 [%],Sequence coverage IDLL-2 [%],Sequence coverage IDLL-3 [%],Intensity,Intensity IDI-1,Intensity IDI-2,Intensity IDI-3,Intensity IDLL-1,Intensity IDLL-2,Intensity IDLL-3,iBAQ peptides,iBAQ,iBAQ IDI-1,iBAQ IDI-2,iBAQ IDI-3,iBAQ IDLL-1,iBAQ IDLL-2,iBAQ IDLL-3,LFQ intensity IDI-1,LFQ intensity IDI-2,LFQ intensity IDI-3,LFQ intensity IDLL-1,LFQ intensity IDLL-2,LFQ intensity IDLL-3,MS/MS count IDI-1,MS/MS count IDI-2,MS/MS count IDI-3,MS/MS count IDLL-1,MS/MS count IDLL-2,MS/MS count IDLL-3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
E9GTQ5,E9GTQ5,1,1,1,tr|E9GTQ5|E9GTQ5_DAPPU Uncharacterized protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305875 PE=4 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,2.9,2.9,2.9,42.987,374,374,0.00088574,1.9868,By matching,By MS/MS,By MS/MS,,,,2.9,2.9,2.9,0.0,0.0,0.0,17350000,6269300,5120000,5960900,0,0,0,16,1084400,391830.0,320000.0,372560,0.0,0.0,0.0,0,0,6135900,0,0,0,0,1,1,0,0,0,2,,,,826,2576,True,2667,10995;10996;10997,8245;8246,8246,,,-1
E9GTR3,E9GTR3,4,4,4,tr|E9GTR3|E9GTR3_DAPPU Ribosomal protein L15 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231144 PE=3 SV=1,1,4,4,4,4,4,4,1,2,3,4,4,4,1,2,3,4,4,4,1,2,3,19.1,19.1,19.1,23.994,204,204,0.0,13.129,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,19.1,19.1,19.1,4.4,7.8,12.3,414300000,143620000,132870000,122200000,4594500,5647600,5363300,10,41430000,14362000.0,13287000.0,12220000,459450.0,564760.0,536330.0,128500000,119810000,119430000,0,92336000,59151000,4,4,2,0,0,1,11,,,,827,570;4306;6035;6526,True;True;True;True,588;4498;6291;6798,2486;2487;2488;2489;2490;2491;18888;18889;18890;18891;26422;26423;26424;28470;28471;28472;28473;28474,1875;1876;1877;14348;14349;14350;20007;20008;21565;21566;21567,1875;14350;20008;21567,,,-1
E9GTS6;E9GTS7,E9GTS6;E9GTS7,1;1,1;1,1;1,tr|E9GTS6|E9GTS6_DAPPU Trypsin-like protein variant 1 OS=Daphnia pulex OX=6669 GN=TRY5E PE=4 SV=1;tr|E9GTS7|E9GTS7_DAPPU Trypsin-like protein variant 2 OS=Daphnia pulex OX=6669 GN=TRY5E PE=4 SV=1,2,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,8.3,8.3,8.3,25.81,240,240;292,0.0025424,1.7291,By MS/MS,By MS/MS,By MS/MS,,,,8.3,8.3,8.3,0.0,0.0,0.0,23692000,9335300,8082000,6274400,0,0,0,9,2632400,1037300.0,898000.0,697160,0.0,0.0,0.0,9650000,7413500,6632200,0,0,0,2,1,1,0,0,0,4,,,,828,2977,True,3089,12852;12853;12854;12855;12856;12857,9714;9715;9716;9717,9716,,,-1;-1
E9GTT0,E9GTT0,2,2,1,tr|E9GTT0|E9GTT0_DAPPU Trypsin OS=Daphnia pulex OX=6669 GN=TRY5F PE=4 SV=1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,0,1,6.2,6.2,3.1,30.14,288,288,0.0,22.215,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.2,6.2,6.2,6.2,3.1,6.2,703650000,195800000,238350000,233430000,12777000,10858000,12436000,10,70365000,19580000.0,23835000.0,23343000,1277700.0,1085800.0,1243600.0,249490000,282900000,290800000,56830000,0,63258000,2,2,2,1,1,1,9,,,,829,2342;6234,True;True,2425;6497,9971;9972;9973;9974;9975;27247;27248;27249;27250;27251;27252,7465;7466;7467;20656;20657;20658;20659;20660;20661,7465;20661,,,-1
E9GTT1,E9GTT1,2,2,2,tr|E9GTT1|E9GTT1_DAPPU Trypsin OS=Daphnia pulex OX=6669 GN=TRY5G PE=4 SV=1,1,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,13.2,13.2,13.2,29.725,287,287,0.0,31.749,By MS/MS,By MS/MS,By MS/MS,,,,13.2,13.2,13.2,0.0,0.0,0.0,87388000,33306000,31719000,22363000,0,0,0,7,12484000,4758000.0,4531300.0,3194700,0.0,0.0,0.0,32013000,31314000,24010000,0,0,0,4,4,4,0,0,0,12,,,,830,2968;2979,True;True,3080;3091,12814;12815;12816;12817;12818;12819;12861;12862;12863;12864;12865;12866,9675;9676;9677;9678;9679;9680;9720;9721;9722;9723;9724;9725,9677;9720,,,-1
E9GTU0,E9GTU0,1,1,1,tr|E9GTU0|E9GTU0_DAPPU Sema domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_54505 PE=4 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1.4,1.4,1.4,104.77,945,945,0.0071315,1.3048,By MS/MS,By MS/MS,By MS/MS,,,,1.4,1.4,1.4,0.0,0.0,0.0,91980000,36761000,28565000,26654000,0,0,0,40,2299500,919020.0,714110.0,666350,0.0,0.0,0.0,0,0,27437000,0,0,0,1,0,1,0,0,0,2,,,,831,3785,True,3926,16560;16561;16562,12627;12628,12627,,,-1
E9GTV6;A0A4Y7MWC2;A0A4Y7MTK0;A0A4Y7MS88,E9GTV6;A0A4Y7MWC2;A0A4Y7MTK0;A0A4Y7MS88,6;5;5;5,6;5;5;5,6;5;5;5,tr|E9GTV6|E9GTV6_DAPPU EOG090X09EZ OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_213631 PE=3 SV=1;tr|A0A4Y7MWC2|A0A4Y7MWC2_DAPPU EOG090X09EZ OS=Daphnia pulex OX=6669 GN=EOG090X09EZ PE=2 SV=1;tr|A0A4Y7MTK0|A0A4Y7MTK0_DAPPU EOG090X09EZ OS=Daphnia pulex OX=6669 GN=E,4,6,6,6,3,6,4,2,0,0,3,6,4,2,0,0,3,6,4,2,0,0,19.9,19.9,19.9,37.486,332,332;328;328;328,0.0,8.2964,By MS/MS,By MS/MS,By MS/MS,By matching,,,8.4,19.9,12.3,5.4,0.0,0.0,182820000,49085000,75523000,51970000,6243000,0,0,16,11426000,3067800.0,4720200.0,3248100,390190.0,0.0,0.0,60200000,55265000,54001000,74322000,0,0,2,4,3,0,0,0,9,,,,832,197;2385;3656;5327;5863;6559,True;True;True;True;True;True,206;2468;3796;5552;6116;6833,815;10177;16050;16051;23252;23253;23254;23255;25675;25676;25677;25678;28612;28613;28614,609;7633;12239;17544;19457;19458;19459;21660;21661;21662,609;7633;12239;17544;19459;21661,,,-1;-1;-1;-1
E9GTX9,E9GTX9,2,2,2,tr|E9GTX9|E9GTX9_DAPPU 60S ribosomal protein L27a OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231165 PE=3 SV=1,1,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,14.9,14.9,14.9,16.876,148,148,0.003314,1.5601,By MS/MS,By MS/MS,By matching,,,,14.9,14.9,14.9,0.0,0.0,0.0,14749000,4436700,4489300,5823200,0,0,0,7,2107000,633810.0,641330.0,831890,0.0,0.0,0.0,4395100,4430900,0,0,0,0,1,1,0,0,0,0,2,,,,833,3942;4368,True;True,4087;4565,17240;17241;17242;19174;19175;19176,13115;14552,13115;14552,,,-1
E9GTZ2,E9GTZ2,2,2,2,tr|E9GTZ2|E9GTZ2_DAPPU Cytochrome b5 heme-binding domain-containing protein (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_36528 PE=3 SV=1,1,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,27.4,27.4,27.4,13.979,124,124,0.0,28.197,By MS/MS,By MS/MS,By MS/MS,,,,27.4,27.4,27.4,0.0,0.0,0.0,147200000,51853000,52612000,42738000,0,0,0,7,21029000,7407500.0,7515900.0,6105400,0.0,0.0,0.0,54426000,46565000,46294000,0,0,0,4,4,4,0,0,0,12,,,,834,727;1776,True;True,754;1840,3205;3206;3207;3208;3209;3210;7577;7578;7579;7580;7581;7582,2429;2430;2431;2432;2433;2434;5660;5661;5662;5663;5664;5665,2431;5661,,,-1
E9GTZ4,E9GTZ4,11,11,11,tr|E9GTZ4|E9GTZ4_DAPPU Prohibitin OS=Daphnia pulex OX=6669 GN=phb1 PE=2 SV=1,1,11,11,11,11,11,11,6,4,5,11,11,11,6,4,5,11,11,11,6,4,5,41.9,41.9,41.9,29.822,272,272,0.0,70.825,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,41.9,41.9,41.9,22.4,12.5,15.8,1890200000,637570000,603590000,610850000,13457000,11402000,13340000,17,111190000,37504000.0,35505000.0,35932000,791610.0,670680.0,784690.0,620890000,570870000,616590000,161960000,137250000,154800000,13,13,12,0,0,1,39,,,,835,33;48;159;632;964;1288;2606;4439;4683;6045;6173,True;True;True;True;True;True;True;True;True;True;True,36;51;167;652;995;1336;2698;4639;4888;6302;6432,142;143;144;145;146;147;148;149;150;151;208;209;210;211;212;213;214;669;670;671;2760;2761;2762;4130;4131;4132;4133;4134;4135;5541;5542;5543;5544;5545;5546;5547;5548;11113;11114;11115;19455;19456;19457;19458;19459;19460;20531;20532;20533;20534;20535;20536;26457;26458;26459;26973;26974;26975;26976;26977;26978,106;107;108;109;157;158;159;160;161;162;491;492;2066;2067;2068;3110;3111;3112;4173;4174;4175;8333;8334;8335;14753;14754;14755;15537;15538;15539;15540;15541;15542;20037;20038;20039;20429;20430;20431,108;157;492;2067;3112;4175;8335;14755;15538;20038;20430,,,-1
E9GTZ5,E9GTZ5,1,1,1,tr|E9GTZ5|E9GTZ5_DAPPU Molybdate-anion transporter OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_321809 PE=3 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,2.9,2.9,2.9,50.778,454,454,0.0,5.1353,By MS/MS,By MS/MS,By MS/MS,,,,2.9,2.9,2.9,0.0,0.0,0.0,19556000,7515600,6229500,5810900,0,0,0,14,1396900,536830.0,444970.0,415060,0.0,0.0,0.0,0,0,5981500,0,0,0,1,1,1,0,0,0,3,,,,836,5130,True,5350,22415;22416;22417,16911;16912;16913,16911,,,-1
E9GU24,E9GU24,2,2,2,tr|E9GU24|E9GU24_DAPPU CUB domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_106548 PE=4 SV=1,1,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,5.6,5.6,5.6,47.88,444,444,0.0,5.8042,By MS/MS,By MS/MS,By MS/MS,,,,5.6,5.6,5.6,0.0,0.0,0.0,39493000,9697200,15384000,14412000,0,0,0,21,1880600,461770.0,732560.0,686290,0.0,0.0,0.0,0,0,14835000,0,0,0,1,1,1,0,0,0,3,,,,837,2622;5868,True;True,2715;6121,11184;11185;11186;25702;25703;25704,8391;8392;8393;19473,8391;19473,,,-1
E9GU31,E9GU31,3,3,3,tr|E9GU31|E9GU31_DAPPU GTP-binding nuclear protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305970 PE=3 SV=1,1,3,3,3,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,14.9,14.9,14.9,24.607,215,215,0.0,4.8411,By MS/MS,By MS/MS,By MS/MS,,,,9.8,9.8,9.8,0.0,0.0,0.0,6329600,1937200,1912400,2479900,0,0,0,13,486890,149020.0,147110.0,190760,0.0,0.0,0.0,0,0,2552700,0,0,0,1,2,2,0,0,0,5,,,,838,14;3892;6233,True;True;True,14;4036;6496,53;54;55;17025;17026;27246,35;36;12964;12965;20655,36;12965;20655,,,-1
E9GU43,E9GU43,3,3,3,tr|E9GU43|E9GU43_DAPPU Angiotensin-converting enzyme OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306022 PE=3 SV=1,1,3,3,3,2,3,3,0,0,0,2,3,3,0,0,0,2,3,3,0,0,0,5.1,5.1,5.1,75.805,653,653,0.0,4.647,By MS/MS,By MS/MS,By MS/MS,,,,3.5,5.1,5.1,0.0,0.0,0.0,35962000,10914000,10451000,14597000,0,0,0,38,946380,287210.0,275030.0,384140,0.0,0.0,0.0,12086000,10369000,13703000,0,0,0,2,2,1,0,0,0,5,,,,839,4044;4847;5845,True;True;True,4210;5058;6098,17717;17718;17719;21242;21243;25610;25611;25612,13473;13474;16023;19405;19406,13473;16023;19406,,,-1
E9GU57,E9GU57,5,5,5,tr|E9GU57|E9GU57_DAPPU NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_198715 PE=3 SV=1,1,5,5,5,5,5,5,0,0,0,5,5,5,0,0,0,5,5,5,0,0,0,38.6,38.6,38.6,17.338,145,145,0.0,31.944,By MS/MS,By MS/MS,By MS/MS,,,,38.6,38.6,38.6,0.0,0.0,0.0,215090000,77988000,70440000,66659000,0,0,0,11,19553000,7089900.0,6403600.0,6059900,0.0,0.0,0.0,77773000,68743000,68958000,0,0,0,6,5,5,0,0,0,16,,,,840,650;2447;2501;6160;6365,True;True;True;True;True,673;2531;2587;6419;6633,2844;2845;2846;10438;10439;10440;10689;10690;10691;26918;26919;26920;26921;26922;26923;27782;27783;27784,2124;2125;2126;7833;7834;8005;8006;8007;20393;20394;20395;20396;20397;21032;21033;21034,2124;7833;8006;20393;21032,,,-1
E9GUA5,E9GUA5,1,1,1,tr|E9GUA5|E9GUA5_DAPPU Circadian clock-controlled protein-like OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_305989 PE=4 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,2.5,2.5,2.5,49.642,446,446,0.0025974,1.8654,By matching,By MS/MS,By MS/MS,,,,2.5,2.5,2.5,0.0,0.0,0.0,22407000,7114800,7834100,7458200,0,0,0,20,1120400,355740.0,391710.0,372910,0.0,0.0,0.0,0,0,7677200,0,0,0,0,1,1,0,0,0,2,,,,841,2681,True,2776,11416;11417;11418,8583;8584,8584,,,-1
E9GUD7,E9GUD7,1,1,1,tr|E9GUD7|E9GUD7_DAPPU PlsC domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_188541 PE=3 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,3.1,3.1,3.1,44.322,391,391,0.0,5.7192,By MS/MS,By MS/MS,By MS/MS,,,,3.1,3.1,3.1,0.0,0.0,0.0,14988000,7828900,7159500,0,0,0,0,16,936770,489300.0,447470.0,0,0.0,0.0,0.0,0,6999900,0,0,0,0,1,1,1,0,0,0,3,,,,842,2852,True,2957,12230;12231;12232,9221;9222;9223,9223,,,-1
E9I2A8;E9GUJ4,E9I2A8;E9GUJ4,1;1,1;1,1;1,tr|E9I2A8|E9I2A8_DAPPU Cytochrome c oxidase subunit ndufa4 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_93873 PE=4 SV=1;tr|E9GUJ4|E9GUJ4_DAPPU Cytochrome c oxidase subunit ndufa4 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231182 PE=4 SV=1,2,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,15.0,15.0,15.0,9.0694,80,80;80,0.0,5.833,By MS/MS,By MS/MS,By MS/MS,,,,15.0,15.0,15.0,0.0,0.0,0.0,49154000,24390000,24765000,0,0,0,0,5,9830900,4878000.0,4952900.0,0,0.0,0.0,0.0,0,24213000,0,0,0,0,1,1,1,0,0,0,3,,,,843,3257,True,3381,14134;14135;14136,10585;10586;10587,10586,,,-1;-1
E9GUJ6;E9HE42,E9GUJ6;E9HE42,5;4,5;4,5;4,tr|E9GUJ6|E9GUJ6_DAPPU SSD domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_321920 PE=3 SV=1;tr|E9HE42|E9HE42_DAPPU SSD domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_328579 PE=3 SV=1,2,5,5,5,5,5,5,2,2,1,5,5,5,2,2,1,5,5,5,2,2,1,3.7,3.7,3.7,151.52,1352,1352;1394,0.0,9.0937,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,3.7,3.7,3.7,1.4,1.4,0.6,178060000,62194000,55749000,53559000,2355000,2709000,1493400,40,4451500,1554800.0,1393700.0,1339000,58876.0,67726.0,37335.0,58685000,50521000,46498000,33516000,37348000,0,5,5,3,0,0,0,13,,,,844,683;4353;4881;4935;6513,True;True;True;True;True,706;4550;5093;5149;6785,2954;2955;2956;2957;2958;19110;19111;19112;21380;21381;21382;21591;21592;21593;21594;21595;21596;28428;28429;28430,2194;2195;14515;14516;14517;16126;16127;16128;16291;16292;16293;21534;21535,2195;14517;16127;16292;21534,,,-1;-1
E9GUJ7,E9GUJ7,3,1,1,tr|E9GUJ7|E9GUJ7_DAPPU Ras-related protein Rab-8A OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_106641 PE=4 SV=1,1,3,1,1,3,3,3,1,2,1,1,1,1,0,1,0,1,1,1,0,1,0,14.7,5.7,5.7,23.937,211,211,0.0,19.501,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,14.7,14.7,14.7,5.2,10.9,5.2,24136000,6718900,9546500,7636100,0,234890,0,14,1724000,479920.0,681890.0,545440,0.0,16778.0,0.0,0,0,0,0,2542600,0,1,1,1,0,0,0,3,,,,845,3578;4234;5450,False;True;False,3712;4424;5682,15717;15718;15719;15720;15721;15722;18567;18568;18569;18570;23825;23826;23827,11997;11998;11999;14108;14109;14110;18028,11998;14108;18028,,,-1
E9GUW1,E9GUW1,7,7,7,tr|E9GUW1|E9GUW1_DAPPU Ras-related protein Rab-7a OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231190 PE=4 SV=1,1,7,7,7,7,7,7,2,3,2,7,7,7,2,3,2,7,7,7,2,3,2,38.9,38.9,38.9,23.534,208,208,0.0,49.773,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,38.9,38.9,38.9,11.1,15.9,11.1,252900000,84271000,85905000,74748000,2224000,3352300,2395000,14,18064000,6019400.0,6136100.0,5339200,158860.0,239450.0,171070.0,78148000,71875000,64900000,36367000,42166000,38283000,7,6,6,0,0,0,19,,,,846,559;773;1011;1303;1835;3933;5579,True;True;True;True;True;True;True,577;800;1048;1351;1900;4078;5817,2446;2447;2448;2449;3371;3372;3373;4410;4411;4412;4413;4414;4415;5605;5606;5607;7842;7843;7844;7845;7846;7847;17206;17207;17208;24368;24369;24370,1843;1844;2549;2550;2551;3348;3349;3350;4214;4215;4216;5874;5875;5876;13093;13094;13095;18428;18429,1843;2550;3348;4215;5876;13094;18428,,,-1
E9GUW4,E9GUW4,8,8,8,tr|E9GUW4|E9GUW4_DAPPU Nucleoporin Nup54 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306090 PE=4 SV=1,1,8,8,8,8,7,7,1,1,1,8,7,7,1,1,1,8,7,7,1,1,1,15.5,15.5,15.5,64.907,608,608,0.0,44.815,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,15.5,14.0,14.0,2.1,2.1,2.1,219320000,77872000,72511000,66690000,676080,770960,803610,24,9138500,3244700.0,3021300.0,2778700,28170.0,32123.0,33484.0,78853000,68229000,68959000,0,0,0,7,5,3,0,0,0,15,,,,847,508;1294;1604;2237;2442;3203;6143;6166,True;True;True;True;True;True;True;True,526;1342;1662;2319;2526;3324;6402;6425,2263;2264;2265;5569;5570;5571;6880;6881;6882;6883;6884;6885;9542;9543;9544;10417;10418;10419;13890;13891;13892;13893;26844;26845;26846;26952,1703;4186;4187;4188;5152;5153;5154;7136;7819;7820;10415;10416;20326;20327;20328;20414,1703;4188;5154;7136;7819;10415;20326;20414,,,-1
E9GUX6;E9GYK0,E9GUX6,21;1,21;1,8;0,"tr|E9GUX6|E9GUX6_DAPPU Aconitate hydratase, mitochondrial OS=Daphnia pulex OX=6669 GN=ACN2 PE=3 SV=1",2,21,21,8,21,19,21,5,5,5,21,19,21,5,5,5,8,6,8,0,1,0,24.5,24.5,7.6,86.107,792,792;66,0.0,153.35,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,24.5,22.3,24.5,6.9,6.8,6.9,5719400000,1954900000,1843600000,1846300000,26188000,23735000,24745000,33,173320000,59238000.0,55867000.0,55948000,793580.0,719250.0,749860.0,1909600000,1784700000,1760200000,331200000,321730000,314660000,23,23,23,3,3,2,77,,,,848,252;558;833;1147;1328;1594;2023;2334;2810;2811;3033;3120;3730;3790;4085;4401;4733;4788;5707;6182;6230,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,261;576;861;1191;1378;1651;2097;2417;2913;2914;3146;3239;3871;3931;4259;4260;4600;4942;4999;5953;6441;6442;6493,1056;1057;1058;2440;2441;2442;2443;2444;2445;3582;3583;3584;3585;3586;3587;3588;3589;3590;4966;4967;4968;5722;5723;5724;6844;6845;6846;6847;8607;8608;8609;8610;8611;8612;8613;8614;8615;9944;9945;9946;12028;12029;12030;12031;12032;12033;13084;13085;13086;13087;13088;13089;13520;13521;16348;16349;16350;16575;16576;16577;17922;17923;17924;17925;17926;17927;17928;17929;17930;17931;19299;19300;19301;19302;19303;19304;20768;20769;20770;20991;20992;20993;20994;20995;24915;24916;24917;24918;24919;24920;27011;27012;27013;27014;27015;27016;27017;27236;27237,793;794;795;1838;1839;1840;1841;1842;2716;2717;2718;2719;2720;2721;2722;3742;3743;4299;4300;5128;5129;5130;6430;6431;6432;6433;6434;6435;6436;6437;6438;6439;6440;7449;7450;7451;9030;9031;9032;9033;9883;9884;9885;9886;9887;9888;10161;12469;12470;12471;12641;12642;12643;13630;13631;13632;13633;13634;13635;13636;13637;14642;14643;14644;15693;15694;15840;15841;15842;15843;15844;18826;18827;18828;20455;20456;20457;20458;20459;20460;20649;20650,794;1838;2718;3743;4300;5128;6436;7449;9030;9032;9887;10161;12471;12641;13637;14642;15694;15841;18827;20458;20650,220;221,313;404,-1;-1
E9GVC7,E9GVC7,2,2,2,tr|E9GVC7|E9GVC7_DAPPU Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306117 PE=3 SV=1,1,2,2,2,2,2,1,0,0,0,2,2,1,0,0,0,2,2,1,0,0,0,7.6,7.6,7.6,32.645,289,289,0.0,7.067,By MS/MS,By MS/MS,By matching,,,,7.6,7.6,3.8,0.0,0.0,0.0,35256000,16349000,13525000,5382100,0,0,0,10,3525600,1634900.0,1352500.0,538210,0.0,0.0,0.0,16834000,12739000,0,0,0,0,2,1,0,0,0,0,3,,,,849,2399;4302,True;True,2483;4494,10243;10244;18874;18875;18876,7684;7685;14341,7684;14341,,,-1
E9GVD1,E9GVD1,10,10,10,"tr|E9GVD1|E9GVD1_DAPPU Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306118 PE=3 SV=1",1,10,10,10,9,9,10,4,4,4,9,9,10,4,4,4,9,9,10,4,4,4,43.4,43.4,43.4,34.432,327,327,0.0,195.76,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,37.6,37.6,43.4,15.9,15.9,19.0,949420000,306350000,291730000,324940000,10306000,9252800,6840700,17,55848000,18021000.0,17161000.0,19114000,606230.0,544280.0,402390.0,235310000,236760000,272960000,115510000,124980000,99824000,14,12,15,0,2,1,44,,,,850,18;230;1202;2676;3134;3492;4015;4480;5909;5988,True;True;True;True;True;True;True;True;True;True,19;239;1247;2771;3254;3624;4174;4680;6162;6242,73;74;75;76;77;962;963;964;965;966;5185;5186;5187;5188;5189;5190;5191;5192;5193;5194;5195;5196;5197;5198;11399;13586;13587;13588;13589;13590;13591;15347;15348;15349;15350;15351;15352;17586;17587;17588;17589;17590;17591;17592;17593;17594;19594;19595;19596;19597;19598;19599;25872;25873;25874;25875;25876;25877;26236;26237;26238;26239,50;51;52;53;54;714;3912;3913;3914;3915;3916;3917;3918;3919;3920;3921;3922;3923;3924;3925;8567;10205;10206;10207;10208;11737;11738;11739;11740;13377;13378;13379;13380;14859;14860;14861;14862;19582;19583;19584;19585;19586;19858;19859,53;714;3915;8567;10206;11737;13380;14859;19583;19858,,,-1
E9GVE2,E9GVE2,1,1,1,tr|E9GVE2|E9GVE2_DAPPU Tetraspanin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_322264 PE=4 SV=1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,3.1,3.1,3.1,35.159,318,318,0.0026064,1.8845,,By MS/MS,By MS/MS,,,,0.0,3.1,3.1,0.0,0.0,0.0,5663000,0,2900400,2762600,0,0,0,15,377530,0.0,193360.0,184170,0.0,0.0,0.0,0,0,2843700,0,0,0,0,0,0,0,0,0,0,,,,851,3871,True,4015,16940;16941,12904;12905,12904,,,-1
E9GVE9,E9GVE9,4,4,4,"tr|E9GVE9|E9GVE9_DAPPU Enoyl-CoA hydratase, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_322268 PE=3 SV=1",1,4,4,4,4,4,3,1,1,0,4,4,3,1,1,0,4,4,3,1,1,0,17.3,17.3,17.3,31.537,295,295,0.0,29.748,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,,17.3,17.3,13.6,3.1,4.1,0.0,134110000,43807000,45915000,42696000,911390,782490,0,17,7888900,2576900.0,2700900.0,2511500,53611.0,46029.0,0.0,43411000,44347000,44890000,0,0,0,4,3,3,0,0,0,10,,,,852,147;375;1738;5519,True;True;True;True,155;388;1802;5754,622;623;624;625;1627;1628;7409;7410;7411;24117;24118;24119;24120,455;456;1180;1181;5535;5536;5537;18246;18247;18248,456;1180;5536;18247,,,-1
